items,count,total,rnd,customer,age,city,paymentType
"other vegetables,whole milk,brown bread,cat food,chewing gum,napkins",6,211,1,Farida,22,Cairo,Credit
"tropical fruit,packaged fruit/vegetables,sliced cheese",3,880,7,Huda,39,Gharbia,Cash
"beef,root vegetables,white bread,soda",4,316,11,Hanan,22,Fayoum,Cash
"frozen dessert,margarine,canned fruit,soda,shopping bags",5,1890,7,Huda,39,Gharbia,Cash
soda,1,496,1,Farida,22,Cairo,Credit
"pork,specialty vegetables,bottled water,soda,bottled beer",5,1511,6,Walaa,29,Cairo,Credit
"rolls/buns,bottled water,dental care,shopping bags",4,2327,7,Huda,39,Gharbia,Credit
"domestic eggs,salty snack,popcorn,napkins",4,252,11,Hanan,22,Fayoum,Credit
"whole milk,jam,canned fish,waffles",4,955,7,Huda,39,Gharbia,Cash
candy,1,1530,7,Huda,39,Gharbia,Credit
"pork,other vegetables,curd,whipped/sour cream,brown bread,oil,sugar,ketchup,salty snack",9,1923,11,Hanan,22,Fayoum,Cash
"frankfurter,meat,pip fruit,ice cream,brown bread,pickled vegetables,jam,canned fish,liquor,waffles,newspapers",11,386,8,Rania,37,Dakahlia,Credit
"ham,UHT-milk",2,1663,15,Sameh,35,Hurghada,Credit
salty snack,1,1576,10,Samy,55,Alexandria,Cash
"whole milk,cake bar",2,587,6,Walaa,29,Cairo,Credit
canned beer,1,903,6,Walaa,29,Cairo,Cash
newspapers,1,370,1,Farida,22,Cairo,Credit
"hard cheese,rolls/buns,sugar,candy",4,1209,14,Magdy,36,Sohag,Cash
"tropical fruit,root vegetables,whole milk,butter,chocolate",5,1937,14,Magdy,36,Sohag,Cash
"yogurt,margarine,fruit/vegetable juice,shopping bags",4,987,7,Huda,39,Gharbia,Cash
"tropical fruit,whole milk,processed cheese,brown bread,flour,sugar,sauces,pet care",8,955,12,Eman,23,Aswan,Credit
"whole milk,yogurt",2,1877,9,Maged,60,Hurghada,Cash
"ice cream,canned beer",2,1743,15,Sameh,35,Hurghada,Credit
bottled beer,1,2191,5,Shimaa,55,Port Said,Cash
"citrus fruit,newspapers",2,2404,7,Huda,39,Gharbia,Credit
"hamburger meat,citrus fruit,whole milk,butter,yogurt,cat food,hygiene articles,shopping bags",8,851,15,Sameh,35,Hurghada,Credit
"frozen fish,sugar,cake bar,chocolate marshmallow,candy",5,170,11,Hanan,22,Fayoum,Credit
frozen vegetables,1,991,14,Magdy,36,Sohag,Cash
"tropical fruit,whole milk,soda,red/blush wine",4,1838,4,Adel,50,Alexandria,Credit
"citrus fruit,onions,yogurt,sliced cheese,rolls/buns,bottled beer,shopping bags",7,1728,14,Magdy,36,Sohag,Credit
"sausage,other vegetables,curd,yogurt,soft cheese,brown bread,fruit/vegetable juice,chewing gum",8,444,5,Shimaa,55,Port Said,Cash
"whipped/sour cream,frozen vegetables,hygiene articles",3,1101,3,Ahmed,30,Giza,Cash
"sausage,packaged fruit/vegetables,whole milk,dessert,beverages,frozen vegetables,domestic eggs,brown bread,pastry,margarine,mustard,coffee,soda,bottled beer",14,2232,11,Hanan,22,Fayoum,Credit
"yogurt,beverages,frozen meals,long life bakery product",4,1464,3,Ahmed,30,Giza,Cash
"pastry,soda",2,175,1,Farida,22,Cairo,Credit
"pork,white bread,make up remover,napkins",4,2244,10,Samy,55,Alexandria,Credit
"curd,dog food,bottled beer",3,2270,11,Hanan,22,Fayoum,Cash
"sausage,rolls/buns,soda",3,332,7,Huda,39,Gharbia,Cash
"sausage,rolls/buns,fruit/vegetable juice",3,1998,13,Sayed,37,Cairo,Cash
"berries,pastry,seasonal products,shopping bags",4,2160,5,Shimaa,55,Port Said,Cash
"root vegetables,herbs,other vegetables,candy,seasonal products,shopping bags",6,2280,9,Maged,60,Hurghada,Credit
rolls/buns,1,1332,13,Sayed,37,Cairo,Cash
"domestic eggs,soda,cake bar",3,1974,6,Walaa,29,Cairo,Credit
"tidbits,rolls/buns,instant coffee,soda,waffles",5,1156,12,Eman,23,Aswan,Cash
"curd,rolls/buns,long life bakery product",3,811,2,Mohamed,25,Alexandria,Cash
hygiene articles,1,1778,4,Adel,50,Alexandria,Cash
"spread cheese,rolls/buns,canned fish",3,1443,12,Eman,23,Aswan,Cash
"berries,yogurt,misc. beverages,canned beer,liquor,cake bar",6,818,9,Maged,60,Hurghada,Cash
"coffee,soda",2,2328,13,Sayed,37,Cairo,Credit
"other vegetables,whole milk,rolls/buns",3,964,5,Shimaa,55,Port Said,Cash
"frankfurter,other vegetables,whole milk,coffee,hygiene articles",5,1100,9,Maged,60,Hurghada,Cash
"sausage,citrus fruit,whole milk,pastry,bottled water,soda,bottled beer,canned beer",8,125,7,Huda,39,Gharbia,Cash
ice cream,1,1617,5,Shimaa,55,Port Said,Cash
"frankfurter,soft cheese,rolls/buns,canned beer",4,1416,14,Magdy,36,Sohag,Cash
"dessert,fruit/vegetable juice,long life bakery product,waffles",4,742,5,Shimaa,55,Port Said,Cash
ham,1,1041,2,Mohamed,25,Alexandria,Cash
"semi-finished bread,long life bakery product,waffles,detergent,newspapers,shopping bags",6,1469,9,Maged,60,Hurghada,Cash
"whole milk,whipped/sour cream",2,655,3,Ahmed,30,Giza,Cash
"root vegetables,yogurt,cat food,coffee,cling film/bags",5,1178,4,Adel,50,Alexandria,Cash
"beef,rolls/buns,canned beer,napkins",4,1050,6,Walaa,29,Cairo,Credit
"citrus fruit,pip fruit,white bread,brown bread,pastry,waffles",6,733,12,Eman,23,Aswan,Cash
citrus fruit,1,169,4,Adel,50,Alexandria,Credit
bottled water,1,2152,2,Mohamed,25,Alexandria,Cash
"pork,other vegetables,whole milk,yogurt,frozen fish,rolls/buns,roll products ,flour,specialty fat,sugar,bottled water,soda",12,708,11,Hanan,22,Fayoum,Credit
"frankfurter,whole milk,mustard,chewing gum",4,784,1,Farida,22,Cairo,Cash
"berries,root vegetables,whole milk",3,682,14,Magdy,36,Sohag,Credit
"bottled beer,liquor",2,1111,15,Sameh,35,Hurghada,Credit
"ham,yogurt,cling film/bags",3,219,9,Maged,60,Hurghada,Cash
"whole milk,margarine",2,443,1,Farida,22,Cairo,Cash
coffee,1,998,13,Sayed,37,Cairo,Credit
"chicken,beef,tropical fruit,berries,frozen vegetables,zwieback,dishes",7,1599,11,Hanan,22,Fayoum,Cash
"frankfurter,rolls/buns,chocolate",3,1716,15,Sameh,35,Hurghada,Cash
"beef,butter",2,1019,5,Shimaa,55,Port Said,Credit
canned beer,1,296,7,Huda,39,Gharbia,Cash
rolls/buns,1,1343,11,Hanan,22,Fayoum,Cash
"whole milk,soda",2,1986,11,Hanan,22,Fayoum,Credit
"pip fruit,whole milk",2,2071,12,Eman,23,Aswan,Cash
soda,1,1201,7,Huda,39,Gharbia,Credit
bottled beer,1,1607,15,Sameh,35,Hurghada,Cash
"frankfurter,rolls/buns,soda,specialty bar",4,140,7,Huda,39,Gharbia,Credit
sausage,1,2226,15,Sameh,35,Hurghada,Credit
other vegetables,1,1118,3,Ahmed,30,Giza,Credit
"soda,seasonal products",2,1380,8,Rania,37,Dakahlia,Cash
"onions,whole milk,domestic eggs,sugar,hygiene articles,light bulbs",6,1812,10,Samy,55,Alexandria,Credit
"root vegetables,other vegetables,yogurt,processed cheese,pickled vegetables,newspapers",6,198,11,Hanan,22,Fayoum,Cash
other vegetables,1,2007,8,Rania,37,Dakahlia,Cash
"chewing gum,specialty chocolate",2,2137,14,Magdy,36,Sohag,Credit
fruit/vegetable juice,1,466,3,Ahmed,30,Giza,Credit
"pork,berries,onions",3,645,14,Magdy,36,Sohag,Cash
"dessert,spread cheese,pastry,soda,seasonal products",5,1710,6,Walaa,29,Cairo,Credit
"flour,sugar",2,1901,12,Eman,23,Aswan,Credit
"tropical fruit,pip fruit,whole milk,flower soil/fertilizer",4,2292,10,Samy,55,Alexandria,Cash
"pip fruit,berries,yogurt",3,661,8,Rania,37,Dakahlia,Credit
"yogurt,margarine",2,1539,12,Eman,23,Aswan,Credit
ice cream,1,488,10,Samy,55,Alexandria,Credit
pastry,1,598,7,Huda,39,Gharbia,Credit
"whole milk,cereals",2,107,14,Magdy,36,Sohag,Cash
"citrus fruit,packaged fruit/vegetables,yogurt,white wine,long life bakery product",5,858,13,Sayed,37,Cairo,Cash
"onions,whipped/sour cream,coffee,fruit/vegetable juice,flower (seeds)",5,2460,1,Farida,22,Cairo,Credit
"berries,butter,domestic eggs,soda,red/blush wine",5,2437,1,Farida,22,Cairo,Cash
tropical fruit,1,743,10,Samy,55,Alexandria,Cash
"bottled water,white wine",2,1645,7,Huda,39,Gharbia,Credit
"whole milk,margarine",2,2424,1,Farida,22,Cairo,Cash
UHT-milk,1,531,13,Sayed,37,Cairo,Cash
"pork,whole milk,white bread,pastry,specialty fat,sweet spreads,female sanitary products",7,1965,13,Sayed,37,Cairo,Cash
"pastry,soda",2,165,11,Hanan,22,Fayoum,Cash
"other vegetables,whole milk,hard cheese,long life bakery product,cooking chocolate,hygiene articles",6,1570,9,Maged,60,Hurghada,Credit
"frozen meals,soda",2,2217,3,Ahmed,30,Giza,Cash
"root vegetables,whole milk,curd",3,1952,15,Sameh,35,Hurghada,Cash
soda,1,1999,5,Shimaa,55,Port Said,Cash
"chicken,root vegetables,herbs,other vegetables,canned beer,liquor (appetizer),shopping bags",7,582,1,Farida,22,Cairo,Credit
"dessert,frozen meals,soda,seasonal products",4,1137,6,Walaa,29,Cairo,Credit
"sausage,specialty bar",2,2378,14,Magdy,36,Sohag,Cash
"other vegetables,whole milk,yogurt,beverages,hard cheese,fruit/vegetable juice",6,344,12,Eman,23,Aswan,Credit
"soda,fruit/vegetable juice",2,776,11,Hanan,22,Fayoum,Credit
"beef,cat food,newspapers",3,1808,4,Adel,50,Alexandria,Cash
"berries,packaged fruit/vegetables,yogurt,rolls/buns,misc. beverages",5,2224,12,Eman,23,Aswan,Cash
"ham,whole milk,rolls/buns,bottled water,white wine",5,615,1,Farida,22,Cairo,Cash
"citrus fruit,whipped/sour cream",2,2268,10,Samy,55,Alexandria,Credit
"berries,whipped/sour cream,domestic eggs",3,2494,11,Hanan,22,Fayoum,Credit
"meat,chicken,other vegetables,whole milk",4,437,2,Mohamed,25,Alexandria,Cash
"coffee,soda,canned beer",3,1634,9,Maged,60,Hurghada,Cash
long life bakery product,1,127,9,Maged,60,Hurghada,Credit
"whole milk,beverages,brown bread,pastry,specialty chocolate",5,1270,14,Magdy,36,Sohag,Credit
"root vegetables,whole milk,yogurt,brown bread,pastry,specialty chocolate,candy",7,102,15,Sameh,35,Hurghada,Cash
"pork,root vegetables,rice,sparkling wine,hygiene articles,newspapers,shopping bags",7,584,12,Eman,23,Aswan,Credit
"yogurt,domestic eggs",2,906,13,Sayed,37,Cairo,Cash
soda,1,321,7,Huda,39,Gharbia,Credit
"frankfurter,sausage,brown bread,canned fish,bottled water,canned beer,candles",7,2134,10,Samy,55,Alexandria,Credit
photo/film,1,2384,3,Ahmed,30,Giza,Cash
"tropical fruit,dessert,soft cheese,brown bread,shopping bags",5,952,7,Huda,39,Gharbia,Credit
"chicken,yogurt,cream cheese ,specialty cheese,margarine,canned vegetables,soda,candy,hygiene articles,dishes",10,1732,10,Samy,55,Alexandria,Cash
"soda,bottled beer,shopping bags",3,2226,7,Huda,39,Gharbia,Credit
"sausage,whole milk,canned beer",3,2036,12,Eman,23,Aswan,Credit
"citrus fruit,root vegetables,other vegetables,ice cream",4,1123,5,Shimaa,55,Port Said,Cash
pastry,1,1783,2,Mohamed,25,Alexandria,Credit
"root vegetables,whole milk,butter,rice,bottled water,soda,canned beer,white wine,specialty chocolate,detergent,decalcifier,candles",12,1066,10,Samy,55,Alexandria,Cash
"hard cheese,pasta,canned vegetables,canned fish,soda",5,1508,5,Shimaa,55,Port Said,Cash
"curd,flour,canned beer",3,1276,15,Sameh,35,Hurghada,Cash
"berries,whipped/sour cream,coffee,bottled water,soda,white wine,salty snack,hygiene articles",8,273,9,Maged,60,Hurghada,Credit
"cat food,canned beer,specialty chocolate,hygiene articles,napkins,shopping bags",6,1580,5,Shimaa,55,Port Said,Cash
bottled water,1,2401,2,Mohamed,25,Alexandria,Cash
"soda,nut snack,flower (seeds)",3,637,4,Adel,50,Alexandria,Credit
"fruit/vegetable juice,hygiene articles,napkins",3,748,5,Shimaa,55,Port Said,Cash
brown bread,1,1226,8,Rania,37,Dakahlia,Credit
"citrus fruit,root vegetables,whole milk,curd",4,121,7,Huda,39,Gharbia,Cash
"whipped/sour cream,frozen vegetables,newspapers",3,495,14,Magdy,36,Sohag,Cash
"yogurt,sliced cheese,frozen meals",3,1190,7,Huda,39,Gharbia,Cash
"chicken,other vegetables",2,2063,11,Hanan,22,Fayoum,Cash
photo/film,1,2235,14,Magdy,36,Sohag,Credit
"sausage,citrus fruit,tropical fruit,pip fruit,grapes,bottled water,soda,bottled beer,cake bar",9,1357,12,Eman,23,Aswan,Cash
"tropical fruit,mustard,sauces",3,557,4,Adel,50,Alexandria,Credit
"whole milk,margarine,soda,napkins,photo/film",5,1298,1,Farida,22,Cairo,Credit
"butter,curd",2,2344,13,Sayed,37,Cairo,Credit
"citrus fruit,tropical fruit,pip fruit,UHT-milk,frozen fish,soda,fruit/vegetable juice,hygiene articles,napkins",9,1463,13,Sayed,37,Cairo,Credit
pork,1,635,11,Hanan,22,Fayoum,Credit
frozen fish,1,129,15,Sameh,35,Hurghada,Cash
beef,1,661,6,Walaa,29,Cairo,Credit
"other vegetables,UHT-milk,canned vegetables,bottled water,cake bar,shopping bags",6,1441,3,Ahmed,30,Giza,Cash
"chicken,packaged fruit/vegetables,butter,condensed milk,rolls/buns",5,875,6,Walaa,29,Cairo,Credit
beverages,1,1804,4,Adel,50,Alexandria,Cash
pork,1,866,12,Eman,23,Aswan,Cash
"candy,photo/film",2,1557,4,Adel,50,Alexandria,Credit
whole milk,1,2230,3,Ahmed,30,Giza,Credit
"other vegetables,frozen vegetables,domestic eggs,soda,canned beer,liquor,shopping bags",7,2283,8,Rania,37,Dakahlia,Cash
coffee,1,413,5,Shimaa,55,Port Said,Credit
"sausage,hamburger meat,tropical fruit,pip fruit,other vegetables,sliced cheese,hard cheese,frozen fish,rolls/buns,brown bread,pastry,sauces,organic products,canned fruit,popcorn,dental care,napkins,kitchen towels",18,1488,9,Maged,60,Hurghada,Credit
bottled beer,1,1436,3,Ahmed,30,Giza,Credit
"soda,canned beer,chocolate",3,1485,14,Magdy,36,Sohag,Credit
"frankfurter,hamburger meat,beverages,shopping bags",4,1222,11,Hanan,22,Fayoum,Cash
"whipped/sour cream,brown bread",2,719,13,Sayed,37,Cairo,Cash
"tropical fruit,whole milk,candles",3,1834,13,Sayed,37,Cairo,Cash
"sausage,tropical fruit",2,2192,8,Rania,37,Dakahlia,Credit
"rolls/buns,specialty chocolate",2,2451,3,Ahmed,30,Giza,Credit
"other vegetables,whole milk,frozen potato products,brown bread,semi-finished bread,salt,canned vegetables",7,1267,10,Samy,55,Alexandria,Credit
"citrus fruit,other vegetables,dessert,whipped/sour cream,soda",5,655,1,Farida,22,Cairo,Credit
"pastry,soda",2,262,8,Rania,37,Dakahlia,Cash
"citrus fruit,yogurt,canned fruit",3,1543,12,Eman,23,Aswan,Credit
pet care,1,991,14,Magdy,36,Sohag,Credit
"butter,cream cheese ,frozen vegetables,soda,fruit/vegetable juice,napkins,shopping bags",7,131,5,Shimaa,55,Port Said,Cash
"citrus fruit,tropical fruit,onions,packaged fruit/vegetables,yogurt,napkins",6,1218,11,Hanan,22,Fayoum,Credit
"whole milk,bottled beer",2,734,8,Rania,37,Dakahlia,Cash
pork,1,171,2,Mohamed,25,Alexandria,Cash
"ham,pork,whole milk,yogurt,hard cheese,spread cheese,rolls/buns,white bread,brown bread,pastry,chocolate,abrasive cleaner,dental care,napkins,newspapers,shopping bags",16,440,12,Eman,23,Aswan,Credit
"soda,snack products,detergent",3,1812,2,Mohamed,25,Alexandria,Credit
"tropical fruit,yogurt,soda,newspapers,shopping bags",5,2196,7,Huda,39,Gharbia,Cash
"ham,root vegetables,onions,herbs,cream cheese ,zwieback,pot plants",7,1582,12,Eman,23,Aswan,Cash
"sausage,misc. beverages,canned beer,waffles,shopping bags",5,2057,8,Rania,37,Dakahlia,Cash
dishes,1,1901,12,Eman,23,Aswan,Credit
"other vegetables,rolls/buns,white wine",3,599,13,Sayed,37,Cairo,Cash
"semi-finished bread,bottled beer,liquor,candy",4,1277,6,Walaa,29,Cairo,Credit
"sausage,tropical fruit,root vegetables,other vegetables,curd,yogurt,sliced cheese,cream cheese ,specialty cheese,frozen vegetables,domestic eggs,bottled water",12,926,14,Magdy,36,Sohag,Credit
"citrus fruit,rolls/buns,specialty bar",3,2124,3,Ahmed,30,Giza,Cash
bottled beer,1,1843,5,Shimaa,55,Port Said,Cash
"soda,misc. beverages,candy",3,1007,10,Samy,55,Alexandria,Credit
"pastry,long life bakery product,waffles,napkins",4,1857,12,Eman,23,Aswan,Credit
bottled beer,1,1514,4,Adel,50,Alexandria,Cash
specialty chocolate,1,2445,7,Huda,39,Gharbia,Cash
"soda,fruit/vegetable juice",2,2433,3,Ahmed,30,Giza,Credit
misc. beverages,1,1019,5,Shimaa,55,Port Said,Cash
seasonal products,1,2164,8,Rania,37,Dakahlia,Cash
"citrus fruit,butter,yogurt,cat food,coffee,bottled water,chocolate,specialty chocolate",8,977,2,Mohamed,25,Alexandria,Cash
"yogurt,specialty bar",2,142,1,Farida,22,Cairo,Credit
"meat,beef,root vegetables,other vegetables,butter,yogurt,frozen vegetables,frozen meals,coffee,long life bakery product,shopping bags",11,1537,14,Magdy,36,Sohag,Credit
"frankfurter,tropical fruit,whole milk,cream cheese ,rolls/buns,pet care,bottled water,napkins,dishes,shopping bags",10,136,3,Ahmed,30,Giza,Cash
"frankfurter,onions,pickled vegetables",3,315,6,Walaa,29,Cairo,Credit
packaged fruit/vegetables,1,1525,10,Samy,55,Alexandria,Credit
"root vegetables,yogurt,whipped/sour cream,beverages,hard cheese,cream cheese ,organic products,soda,misc. beverages,fruit/vegetable juice,liquor (appetizer),specialty chocolate,shopping bags",13,463,2,Mohamed,25,Alexandria,Cash
pastry,1,202,3,Ahmed,30,Giza,Credit
"frankfurter,packaged fruit/vegetables,soft cheese,soda",4,1720,3,Ahmed,30,Giza,Credit
"whole milk,butter,brown bread,pastry,sweet spreads,soda,newspapers",7,2202,10,Samy,55,Alexandria,Credit
"citrus fruit,tropical fruit,prosecco",3,2345,14,Magdy,36,Sohag,Credit
"beef,whole milk,white bread",3,2453,5,Shimaa,55,Port Said,Cash
"frankfurter,sausage,root vegetables,other vegetables,yogurt,UHT-milk,white bread,long life bakery product,chocolate,specialty bar,candy",11,1261,8,Rania,37,Dakahlia,Credit
"pork,hamburger meat,citrus fruit,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,white bread,Instant food products,fruit/vegetable juice,salty snack,candy,shopping bags",14,2336,9,Maged,60,Hurghada,Credit
"sausage,tropical fruit,root vegetables,other vegetables,cream cheese ,pickled vegetables,candles",7,2033,11,Hanan,22,Fayoum,Cash
"whipped/sour cream,ice cream,rolls/buns,semi-finished bread,soda",5,1374,4,Adel,50,Alexandria,Credit
coffee,1,634,1,Farida,22,Cairo,Cash
"sausage,citrus fruit,tropical fruit,curd,dessert,processed cheese,margarine,soda,canned beer,napkins",10,1714,15,Sameh,35,Hurghada,Cash
"tropical fruit,pip fruit",2,919,1,Farida,22,Cairo,Credit
"pork,tropical fruit,pip fruit,processed cheese,spread cheese,curd cheese,bottled beer",7,1073,8,Rania,37,Dakahlia,Cash
"pork,citrus fruit,dessert,whipped/sour cream,cream cheese ,salty snack,dishes",7,620,2,Mohamed,25,Alexandria,Cash
other vegetables,1,158,11,Hanan,22,Fayoum,Cash
"chicken,tropical fruit,yogurt",3,490,3,Ahmed,30,Giza,Credit
"ham,beef,tropical fruit,whole milk,curd,yogurt,rolls/buns,ready soups,cat food",9,1922,4,Adel,50,Alexandria,Cash
"root vegetables,herbs",2,1499,4,Adel,50,Alexandria,Credit
"tropical fruit,onions,other vegetables,whole milk,butter milk,pickled vegetables,kitchen towels",7,256,9,Maged,60,Hurghada,Credit
soda,1,1549,4,Adel,50,Alexandria,Credit
whole milk,1,2168,7,Huda,39,Gharbia,Cash
"whole milk,yogurt,hard cheese,cream cheese ,margarine,sugar,misc. beverages,detergent,dishes",9,1702,7,Huda,39,Gharbia,Credit
bottled beer,1,903,10,Samy,55,Alexandria,Credit
brown bread,1,1803,1,Farida,22,Cairo,Cash
bottled beer,1,1554,12,Eman,23,Aswan,Cash
"dessert,canned beer",2,1866,15,Sameh,35,Hurghada,Credit
"sausage,whole milk,cream cheese ,brown bread",4,651,13,Sayed,37,Cairo,Cash
"meat,rolls/buns",2,510,14,Magdy,36,Sohag,Credit
"pip fruit,yogurt,pastry,baking powder,long life bakery product",5,470,9,Maged,60,Hurghada,Cash
"beef,citrus fruit,pip fruit,yogurt,condensed milk,cream cheese ,white bread,dish cleaner,hygiene articles,dishes,shopping bags",11,159,6,Walaa,29,Cairo,Cash
"root vegetables,other vegetables,white bread,sparkling wine",4,280,14,Magdy,36,Sohag,Credit
"dessert,bottled beer,candy",3,1133,15,Sameh,35,Hurghada,Credit
"dessert,pastry,canned beer",3,1880,13,Sayed,37,Cairo,Credit
"other vegetables,whole milk,yogurt,bottled water,liquor (appetizer)",5,2053,3,Ahmed,30,Giza,Credit
"beverages,cat food,dish cleaner,napkins,shopping bags",5,1843,9,Maged,60,Hurghada,Cash
"frankfurter,citrus fruit,grapes,rolls/buns,pastry,fruit/vegetable juice,chocolate,candy,shopping bags",9,2185,2,Mohamed,25,Alexandria,Credit
"citrus fruit,grapes,whipped/sour cream,flour,margarine,sugar,soups,baking powder,long life bakery product,waffles,chocolate,specialty bar,dish cleaner,female sanitary products,cling film/bags",15,267,8,Rania,37,Dakahlia,Credit
"pastry,cake bar",2,603,12,Eman,23,Aswan,Credit
"yogurt,bottled water,syrup,specialty bar",4,1723,6,Walaa,29,Cairo,Credit
"whole milk,brown bread,soda",3,988,15,Sameh,35,Hurghada,Cash
"sausage,pork,citrus fruit,bottled water,soda,misc. beverages,canned beer,red/blush wine",8,415,7,Huda,39,Gharbia,Credit
"pip fruit,other vegetables,frozen meals",3,339,15,Sameh,35,Hurghada,Cash
